s_Sample	h_popUID	h_SampCnt	h_SampFrac	s_ReadCntTotUsed	s_COI	c_clusterID	c_AveragedFrac	c_ReadCnt	c_RepCnt
2018-04-04-3578	pfama1.04	80	0.091638	20978	9	4	0.116947	2439	2
2018-04-04-3578	pfama1.06	66	0.0756014	20978	9	5	0.103683	2174	2
2018-04-04-3578	pfama1.11	56	0.0641466	20978	9	6	0.050834	1071	2
2018-04-04-3578	pfama1.22	24	0.0274914	20978	9	7	0.0144685	306	2
2018-04-04-3578	pfama1.10	60	0.0687285	20978	9	8	0.00934742	200	2
2018-04-04-3579	pfama1.34	9	0.0103093	71145	1	0	1	71145	2
2018-04-04-3642	pfama1.02	120	0.137457	35646	1	0	1	35646	1
2018-04-09-3122	pfama1.01	133	0.152348	60884	2	0	0.965138	58708	2
2018-04-09-3122	pfama1.03	82	0.093929	60884	2	1	0.034862	2176	2
2018-04-09-3148	pfama1.01	133	0.152348	87871	1	0	1	87871	2
2018-04-09-3190	pfama1.01	133	0.152348	59685	1	0	1	59685	2
2018-04-09-3202	pfama1.17	30	0.0343643	33087	2	0	0.909553	30061	2
2018-04-09-3202	pfama1.23	22	0.0252005	33087	2	1	0.0904466	3026	2
2018-04-09-3205	pfama1.28	15	0.0171821	60716	2	0	0.908891	54748	2
2018-04-09-3205	pfama1.00	145	0.166094	60716	2	1	0.0911091	5968	2
2018-04-09-3659	pfama1.11	56	0.0641466	64239	2	0	0.733336	46237	2
2018-04-09-3659	pfama1.18	30	0.0343643	64239	2	1	0.266664	18002	2
2018-04-10-3673	pfama1.03	82	0.093929	79867	1	0	1	79867	2
2018-04-10-3685	pfama1.29	15	0.0171821	60604	1	0	1	60604	2
2018-04-11-3665	pfama1.02	120	0.137457	48484	1	0	1	48484	2
2018-04-11-3708	pfama1.03	82	0.093929	76016	1	0	1	76016	2
2018-04-11-3709	pfama1.13	47	0.0538373	38872	1	0	1	38872	2
2018-04-11-3713	pfama1.19	28	0.0320733	74707	1	0	1	74707	2
2018-04-11-3714	pfama1.10	60	0.0687285	34528	1	0	1	34528	1
2018-04-11-3728	pfama1.05	66	0.0756014	43545	1	0	1	43545	2
2018-04-16-3746	pfama1.06	66	0.0756014	36333	2	0	0.681592	24823	2
2018-04-16-3746	pfama1.02	120	0.137457	36333	2	1	0.318408	11510	2
2018-04-16-3747	pfama1.01	133	0.152348	40954	1	0	1	40954	2
2018-04-16-3761	pfama1.07	64	0.0733104	75099	1	0	1	75099	2
2018-04-16-3766	pfama1.00	145	0.166094	55302	1	0	1	55302	2
2018-04-16-3777	pfama1.09	61	0.069874	56216	2	0	0.926628	52063	2
2018-04-16-3777	pfama1.11	56	0.0641466	56216	2	1	0.0733717	4153	2
2018-04-17-3805	pfama1.01	133	0.152348	42106	1	0	1	42106	1
2018-04-17-3818	pfama1.09	61	0.069874	38758	1	0	1	38758	2
2018-04-18-3095	pfama1.07	64	0.0733104	40796	1	0	1	40796	2
2018-04-18-3096	pfama1.17	30	0.0343643	29038	4	0	0.723895	21002	2
2018-04-18-3096	pfama1.12	52	0.0595647	29038	4	1	0.243967	7120	2
2018-04-18-3096	pfama1.08	62	0.0710195	29038	4	2	0.024855	706	2
2018-04-18-3096	pfama1.13	47	0.0538373	29038	4	3	0.00728314	210	2
2018-04-18-3315	pfama1.08	62	0.0710195	34060	2	0	0.889518	30225	2
2018-04-18-3315	pfama1.14	39	0.0446735	34060	2	1	0.110482	3835	2
2018-04-18-3364	pfama1.21	26	0.0297824	70974	1	0	1	70974	2
2018-04-18-3505	pfama1.36	8	0.0091638	80144	1	0	1	80144	2
2018-04-18-3506	pfama1.10	60	0.0687285	39379	2	0	0.990741	39012	2
2018-04-18-3506	pfama1.11	56	0.0641466	39379	2	1	0.009259	367	2
2018-04-18-3510	pfama1.27	15	0.0171821	60732	1	0	1	60732	2
2018-04-18-3785	pfama1.26	15	0.0171821	33000	2	0	0.986586	32563	2
2018-04-18-3785	pfama1.00	145	0.166094	33000	2	1	0.0134143	437	2
2018-04-18-3787	pfama1.04	80	0.091638	68338	1	0	1	68338	2
2018-04-18-3816	pfama1.00	145	0.166094	39508	1	0	1	39508	2
2018-04-19-3786	pfama1.03	82	0.093929	31125	4	0	0.895577	27875	2
2018-04-19-3786	pfama1.05	66	0.0756014	31125	4	1	0.0456793	1421	2
2018-04-19-3786	pfama1.06	66	0.0756014	31125	4	2	0.0316378	985	2
2018-04-19-3786	pfama1.01	133	0.152348	31125	4	3	0.0271058	844	2
2018-04-23-3164	pfama1.00	145	0.166094	20315	1	0	1	20315	2
2018-04-24-3523	pfama1.05	66	0.0756014	76819	1	0	1	76819	2
2018-04-24-3527	pfama1.02	120	0.137457	68567	1	0	1	68567	2
2018-04-25-3249	pfama1.00	145	0.166094	43492	1	0	1	43492	1
2018-04-26-3285	pfama1.08	62	0.0710195	30655	5	0	0.632571	19433	2
2018-04-26-3285	pfama1.15	31	0.0355097	30655	5	1	0.271106	8278	2
2018-04-26-3285	pfama1.10	60	0.0687285	30655	5	2	0.046603	1406	2
2018-04-26-3285	pfama1.01	133	0.152348	30655	5	3	0.0278708	855	2
2018-04-26-3285	pfama1.30	13	0.0148912	30655	5	4	0.0218489	683	2
2018-04-30-3540	pfama1.09	61	0.069874	38960	1	0	1	38960	2
2018-04-30-3541	pfama1.10	60	0.0687285	38786	1	0	1	38786	1
2018-04-30-3542	pfama1.32	11	0.0126002	45771	3	0	0.658621	30146	2
2018-04-30-3542	pfama1.05	66	0.0756014	45771	3	1	0.327352	14983	2
2018-04-30-3542	pfama1.16	30	0.0343643	45771	3	2	0.0140279	642	2
2018-04-30-3546	pfama1.09	61	0.069874	57134	1	0	1	57134	2
2018-05-01-3577	pfama1.00	145	0.166094	35761	1	0	1	35761	1
2018-05-01-3578	pfama1.31	13	0.0148912	31803	10	0	0.461087	14697	2
2018-05-01-3578	pfama1.22	24	0.0274914	31803	10	1	0.222253	7036	2
2018-05-01-3578	pfama1.07	64	0.0733104	31803	10	2	0.127259	4000	2
2018-05-01-3578	pfama1.10	60	0.0687285	31803	10	3	0.0575029	1791	2
2018-05-01-3578	pfama1.12	52	0.0595647	31803	10	4	0.0490774	1613	2
2018-05-01-3578	pfama1.09	61	0.069874	31803	10	5	0.0313866	1018	2
2018-05-01-3578	pfama1.19	28	0.0320733	31803	10	6	0.0256303	810	2
2018-05-01-3578	pfama1.11	56	0.0641466	31803	10	7	0.0102595	334	2
2018-05-01-3578	pfama1.06	66	0.0756014	31803	10	8	0.00837949	271	2
2018-05-01-3578	pfama1.04	80	0.091638	31803	10	9	0.00716484	233	2
2018-05-01-3579	pfama1.34	9	0.0103093	67749	1	0	1	67749	2
2018-05-01-3602	pfama1.22	24	0.0274914	37304	3	0	0.968144	36115	2
2018-05-01-3602	pfama1.03	82	0.093929	37304	3	1	0.0217937	814	2
2018-05-01-3602	pfama1.00	145	0.166094	37304	3	2	0.0100626	375	2
2018-05-01-3604	pfama1.02	120	0.137457	22781	10	0	0.36756	8368	2
2018-05-01-3604	pfama1.00	145	0.166094	22781	10	1	0.187405	4305	2
2018-05-01-3604	pfama1.09	61	0.069874	22781	10	2	0.103681	2321	2
2018-05-01-3604	pfama1.20	28	0.0320733	22781	10	3	0.0996471	2280	2
2018-05-01-3604	pfama1.03	82	0.093929	22781	10	4	0.0785866	1800	2
2018-05-01-3604	pfama1.06	66	0.0756014	22781	10	5	0.0670885	1550	2
2018-05-01-3604	pfama1.13	47	0.0538373	22781	10	6	0.0411488	938	2
2018-05-01-3604	pfama1.45	2	0.00229095	22781	10	7	0.0350081	772	2
2018-05-01-3604	pfama1.37	7	0.00801833	22781	10	8	0.012286	282	2
2018-05-01-3604	pfama1.01	133	0.152348	22781	10	9	0.00758874	165	2
2018-05-01-3614	pfama1.02	120	0.137457	35252	2	0	0.953658	33588	2
2018-05-01-3614	pfama1.39	5	0.00572738	35252	2	1	0.0463415	1664	2
2018-05-07-3122	pfama1.01	133	0.152348	34043	1	0	1	34043	2
2018-05-07-3148	pfama1.01	133	0.152348	86155	1	0	1	86155	2
2018-05-07-3190	pfama1.01	133	0.152348	70574	1	0	1	70574	2
2018-05-07-3202	pfama1.23	22	0.0252005	42288	1	0	1	42288	2
2018-05-07-3205	pfama1.23	22	0.0252005	48353	1	0	1	48353	2
2018-05-07-3659	pfama1.11	56	0.0641466	68547	2	0	0.894906	61282	2
2018-05-07-3659	pfama1.18	30	0.0343643	68547	2	1	0.105094	7265	2
2018-05-07-3665	pfama1.02	120	0.137457	72882	1	0	1	72882	2
2018-05-08-3672	pfama1.04	80	0.091638	64388	1	0	1	64388	2
2018-05-08-3673	pfama1.03	82	0.093929	35472	1	0	1	35472	1
2018-05-08-3685	pfama1.29	15	0.0171821	32656	2	0	0.803325	26235	2
2018-05-08-3685	pfama1.18	30	0.0343643	32656	2	1	0.196675	6421	2
2018-05-09-3708	pfama1.03	82	0.093929	56214	1	0	1	56214	2
2018-05-09-3709	pfama1.13	47	0.0538373	72041	1	0	1	72041	2
2018-05-09-3713	pfama1.19	28	0.0320733	75351	1	0	1	75351	2
2018-05-09-3714	pfama1.05	66	0.0756014	37323	2	0	0.537175	20049	1
2018-05-09-3714	pfama1.10	60	0.0687285	37323	2	1	0.462825	17274	1
2018-05-09-3728	pfama1.05	66	0.0756014	69490	1	0	1	69490	2
2018-05-14-3746	pfama1.06	66	0.0756014	36920	2	0	0.936028	34624	2
2018-05-14-3746	pfama1.02	120	0.137457	36920	2	1	0.0639716	2296	2
2018-05-14-3747	pfama1.01	133	0.152348	73680	1	0	1	73680	2
2018-05-14-3761	pfama1.00	145	0.166094	27022	1	0	1	27022	1
2018-05-14-3766	pfama1.04	80	0.091638	53408	2	0	0.89383	47909	2
2018-05-14-3766	pfama1.00	145	0.166094	53408	2	1	0.10617	5499	2
2018-05-14-3777	pfama1.16	30	0.0343643	52849	2	0	0.658621	32932	2
2018-05-14-3777	pfama1.07	64	0.0733104	52849	2	1	0.341379	19917	2
2018-05-15-3785	pfama1.26	15	0.0171821	60921	2	0	0.590035	36000	2
2018-05-15-3785	pfama1.00	145	0.166094	60921	2	1	0.409965	24921	2
2018-05-15-3786	pfama1.01	133	0.152348	35839	4	0	0.515515	18516	2
2018-05-15-3786	pfama1.03	82	0.093929	35839	4	1	0.406316	14534	2
2018-05-15-3786	pfama1.05	66	0.0756014	35839	4	2	0.0614475	2192	2
2018-05-15-3786	pfama1.06	66	0.0756014	35839	4	3	0.0167213	597	2
2018-05-15-3787	pfama1.04	80	0.091638	70724	1	0	1	70724	2
2018-05-15-3805	pfama1.01	133	0.152348	49795	1	0	1	49795	2
2018-05-15-3808	pfama1.00	145	0.166094	41071	4	0	0.680408	27950	2
2018-05-15-3808	pfama1.14	39	0.0446735	41071	4	1	0.251868	10388	2
2018-05-15-3808	pfama1.10	60	0.0687285	41071	4	2	0.0358501	1442	2
2018-05-15-3808	pfama1.25	18	0.0206186	41071	4	3	0.0318741	1291	2
2018-05-15-3816	pfama1.00	145	0.166094	38643	1	0	1	38643	2
2018-05-15-3818	pfama1.09	61	0.069874	63747	1	0	1	63747	2
2018-05-16-3095	pfama1.07	64	0.0733104	31133	1	0	1	31133	1
2018-05-16-3096	pfama1.08	62	0.0710195	39160	1	0	1	39160	2
2018-05-16-3315	pfama1.24	19	0.021764	41548	2	0	0.941866	39086	2
2018-05-16-3315	pfama1.14	39	0.0446735	41548	2	1	0.0581345	2462	2
2018-05-16-3364	pfama1.21	26	0.0297824	48204	1	0	1	48204	2
2018-05-16-3505	pfama1.36	8	0.0091638	40841	1	0	1	40841	2
2018-05-16-3506	pfama1.10	60	0.0687285	31834	1	0	1	31834	2
2018-05-16-3510	pfama1.27	15	0.0171821	31916	2	0	0.515425	16527	2
2018-05-16-3510	pfama1.12	52	0.0595647	31916	2	1	0.484575	15389	2
2018-05-21-3164	pfama1.00	145	0.166094	36694	1	0	1	36694	2
2018-05-21-3808	pfama1.00	145	0.166094	14218	4	0	0.458059	6516	2
2018-05-21-3808	pfama1.25	18	0.0206186	14218	4	1	0.298645	4244	2
2018-05-21-3808	pfama1.14	39	0.0446735	14218	4	2	0.175309	2492	2
2018-05-21-3808	pfama1.10	60	0.0687285	14218	4	3	0.0679871	966	2
2018-05-22-3285	pfama1.15	31	0.0355097	25946	6	0	0.422575	10974	2
2018-05-22-3285	pfama1.30	13	0.0148912	25946	6	1	0.210339	5470	2
2018-05-22-3285	pfama1.08	62	0.0710195	25946	6	2	0.15117	3891	2
2018-05-22-3285	pfama1.01	133	0.152348	25946	6	3	0.0881115	2295	2
2018-05-22-3285	pfama1.02	120	0.137457	25946	6	4	0.0841168	2174	2
2018-05-22-3285	pfama1.10	60	0.0687285	25946	6	5	0.0436878	1142	2
2018-05-22-3393	pfama1.04	80	0.091638	37383	1	0	1	37383	2
2018-05-22-3523	pfama1.05	66	0.0756014	32518	1	0	1	32518	1
2018-05-22-3527	pfama1.02	120	0.137457	49188	1	0	1	49188	2
2018-05-23-3525	pfama1.16	30	0.0343643	26447	1	0	1	26447	1
2018-05-28-3393	pfama1.04	80	0.091638	53180	1	0	1	53180	2
2018-05-28-3541	pfama1.10	60	0.0687285	47365	1	0	1	47365	2
2018-05-28-3542	pfama1.25	18	0.0206186	34003	2	0	0.977238	33241	2
2018-05-28-3542	pfama1.16	30	0.0343643	34003	2	1	0.0227621	762	2
2018-05-28-3546	pfama1.09	61	0.069874	35427	1	0	1	35427	1
2018-05-28-3570	pfama1.00	145	0.166094	34788	1	0	1	34788	2
2018-05-28-3614	pfama1.02	120	0.137457	52762	1	0	1	52762	2
2018-05-28-3616	pfama1.02	120	0.137457	52945	1	0	1	52945	2
2018-05-29-3575	pfama1.00	145	0.166094	18096	1	0	1	18096	2
2018-05-29-3577	pfama1.00	145	0.166094	32168	1	0	1	32168	1
2018-05-29-3578	pfama1.06	66	0.0756014	14164	9	0	0.306905	4347	1
2018-05-29-3578	pfama1.03	82	0.093929	14164	9	1	0.211522	2996	1
2018-05-29-3578	pfama1.00	145	0.166094	14164	9	2	0.141203	2000	1
2018-05-29-3578	pfama1.12	52	0.0595647	14164	9	3	0.115928	1642	1
2018-05-29-3578	pfama1.10	60	0.0687285	14164	9	4	0.0742728	1052	1
2018-05-29-3578	pfama1.22	24	0.0274914	14164	9	5	0.0458204	649	1
2018-05-29-3578	pfama1.19	28	0.0320733	14164	9	6	0.045538	645	1
2018-05-29-3578	pfama1.09	61	0.069874	14164	9	7	0.044832	635	1
2018-05-29-3578	pfama1.18	30	0.0343643	14164	9	8	0.0139791	198	1
2018-05-29-3580	pfama1.07	64	0.0733104	30987	1	0	1	30987	1
2018-05-29-3602	pfama1.22	24	0.0274914	70828	2	0	0.990636	70156	2
2018-05-29-3602	pfama1.00	145	0.166094	70828	2	1	0.00936355	672	2
2018-05-29-3604	pfama1.09	61	0.069874	25939	12	0	0.308213	7979	2
2018-05-29-3604	pfama1.20	28	0.0320733	25939	12	1	0.199244	5141	2
2018-05-29-3604	pfama1.33	11	0.0126002	25939	12	2	0.100925	2614	2
2018-05-29-3604	pfama1.01	133	0.152348	25939	12	3	0.0801766	2099	2
2018-05-29-3604	pfama1.05	66	0.0756014	25939	12	4	0.0632988	1665	2
2018-05-29-3604	pfama1.08	62	0.0710195	25939	12	5	0.0579622	1488	2
2018-05-29-3604	pfama1.02	120	0.137457	25939	12	6	0.055594	1440	2
2018-05-29-3604	pfama1.00	145	0.166094	25939	12	7	0.0475516	1242	2
2018-05-29-3604	pfama1.03	82	0.093929	25939	12	8	0.0428217	1123	2
2018-05-29-3604	pfama1.12	52	0.0595647	25939	12	9	0.0215813	569	2
2018-05-29-3604	pfama1.13	47	0.0538373	25939	12	10	0.0145446	375	2
2018-05-29-3604	pfama1.37	7	0.00801833	25939	12	11	0.00808707	204	2
2018-05-30-3642	pfama1.02	120	0.137457	56802	1	0	1	56802	2
2018-06-03-3604	pfama1.29	15	0.0171821	487	1	0	1	487	2
2018-06-04-3122	pfama1.03	82	0.093929	34519	2	0	0.644458	22791	2
2018-06-04-3122	pfama1.18	30	0.0343643	34519	2	1	0.355542	11728	2
2018-06-04-3190	pfama1.01	133	0.152348	58545	1	0	1	58545	2
2018-06-04-3205	pfama1.00	145	0.166094	39823	3	0	0.611764	24331	2
2018-06-04-3205	pfama1.23	22	0.0252005	39823	3	1	0.208057	8346	2
2018-06-04-3205	pfama1.28	15	0.0171821	39823	3	2	0.180179	7146	2
2018-06-04-3659	pfama1.32	11	0.0126002	43973	2	0	0.635363	28053	2
2018-06-04-3659	pfama1.11	56	0.0641466	43973	2	1	0.364637	15920	2
2018-06-05-3672	pfama1.04	80	0.091638	51304	1	0	1	51304	2
2018-06-05-3685	pfama1.03	82	0.093929	55847	2	0	0.910102	51763	2
2018-06-05-3685	pfama1.29	15	0.0171821	55847	2	1	0.0898981	4084	2
2018-06-06-3708	pfama1.03	82	0.093929	45462	1	0	1	45462	2
2018-06-06-3713	pfama1.19	28	0.0320733	27332	1	0	1	27332	1
2018-06-06-3714	pfama1.10	60	0.0687285	41356	1	0	1	41356	2
2018-06-06-3728	pfama1.05	66	0.0756014	57845	1	0	1	57845	2
2018-06-07-3782	pfama1.12	52	0.0595647	31117	5	0	0.799365	24880	2
2018-06-07-3782	pfama1.09	61	0.069874	31117	5	1	0.154333	4801	2
2018-06-07-3782	pfama1.02	120	0.137457	31117	5	2	0.0247611	780	2
2018-06-07-3782	pfama1.04	80	0.091638	31117	5	3	0.0131047	422	2
2018-06-07-3782	pfama1.20	28	0.0320733	31117	5	4	0.00843606	234	2
2018-06-11-3746	pfama1.02	120	0.137457	54366	1	0	1	54366	2
2018-06-11-3747	pfama1.01	133	0.152348	65650	1	0	1	65650	2
2018-06-11-3766	pfama1.04	80	0.091638	42655	1	0	1	42655	2
2018-06-11-3777	pfama1.16	30	0.0343643	43831	1	0	1	43831	2
2018-06-11-3782	pfama1.12	52	0.0595647	49218	2	0	0.753975	36438	2
2018-06-11-3782	pfama1.09	61	0.069874	49218	2	1	0.246025	12780	2
2018-06-12-3785	pfama1.00	145	0.166094	37901	2	0	0.930232	35264	2
2018-06-12-3785	pfama1.26	15	0.0171821	37901	2	1	0.0697676	2637	2
2018-06-12-3786	pfama1.03	82	0.093929	36026	4	0	0.428273	15401	2
2018-06-12-3786	pfama1.01	133	0.152348	36026	4	1	0.276588	9887	2
2018-06-12-3786	pfama1.05	66	0.0756014	36026	4	2	0.209118	7616	2
2018-06-12-3786	pfama1.06	66	0.0756014	36026	4	3	0.0860213	3122	2
2018-06-12-3787	pfama1.04	80	0.091638	54082	1	0	1	54082	2
2018-06-12-3805	pfama1.01	133	0.152348	53634	1	0	1	53634	2
2018-06-12-3816	pfama1.00	145	0.166094	54543	1	0	1	54543	2
2018-06-13-3079	pfama1.01	133	0.152348	44480	1	0	1	44480	2
2018-06-13-3081	pfama1.01	133	0.152348	3582	1	0	1	3582	2
2018-06-13-3095	pfama1.07	64	0.0733104	35131	1	0	1	35131	2
2018-06-13-3096	pfama1.17	30	0.0343643	39094	4	0	0.578828	22624	2
2018-06-13-3096	pfama1.06	66	0.0756014	39094	4	1	0.21413	8326	2
2018-06-13-3096	pfama1.08	62	0.0710195	39094	4	2	0.146998	5802	2
2018-06-13-3096	pfama1.13	47	0.0538373	39094	4	3	0.060043	2342	2
2018-06-13-3313	pfama1.17	30	0.0343643	32830	1	0	1	32830	2
2018-06-13-3315	pfama1.13	47	0.0538373	37617	2	0	0.596978	22670	2
2018-06-13-3315	pfama1.14	39	0.0446735	37617	2	1	0.403022	14947	2
2018-06-13-3364	pfama1.21	26	0.0297824	57910	1	0	1	57910	2
2018-06-13-3506	pfama1.10	60	0.0687285	27095	1	0	1	27095	1
2018-06-13-3510	pfama1.12	52	0.0595647	47392	2	0	0.73965	34923	2
2018-06-13-3510	pfama1.27	15	0.0171821	47392	2	1	0.26035	12469	2
2018-06-18-3164	pfama1.12	52	0.0595647	79756	2	0	0.557357	44158	2
2018-06-18-3164	pfama1.00	145	0.166094	79756	2	1	0.442643	35598	2
2018-06-19-3046	pfama1.04	80	0.091638	38098	1	0	1	38098	2
2018-06-19-3285	pfama1.01	133	0.152348	20031	2	0	0.810846	16238	2
2018-06-19-3285	pfama1.02	120	0.137457	20031	2	1	0.189154	3793	2
2018-06-19-3393	pfama1.24	19	0.021764	23572	1	0	1	23572	1
2018-06-19-3527	pfama1.02	120	0.137457	31547	1	0	1	31547	1
2018-06-20-3555	pfama1.06	66	0.0756014	61965	2	0	0.817016	50522	2
2018-06-20-3555	pfama1.11	56	0.0641466	61965	2	1	0.182984	11443	2
2018-06-20-3626	pfama1.03	82	0.093929	42350	1	0	1	42350	2
2018-06-25-3541	pfama1.10	60	0.0687285	50423	1	0	1	50423	2
2018-06-25-3542	pfama1.25	18	0.0206186	43509	2	0	0.724263	31685	2
2018-06-25-3542	pfama1.16	30	0.0343643	43509	2	1	0.275737	11824	2
2018-06-25-3554	pfama1.00	145	0.166094	13153	1	0	1	13153	1
2018-06-25-3555	pfama1.06	66	0.0756014	57174	1	0	1	57174	2
2018-06-25-3570	pfama1.00	145	0.166094	4880	1	0	1	4880	2
2018-06-25-3685	pfama1.03	82	0.093929	34907	1	0	1	34907	2
2018-06-26-3575	pfama1.00	145	0.166094	57944	1	0	1	57944	2
2018-06-26-3578	pfama1.11	56	0.0641466	30532	8	0	0.620219	18930	2
2018-06-26-3578	pfama1.09	61	0.069874	30532	8	1	0.101509	3112	2
2018-06-26-3578	pfama1.19	28	0.0320733	30532	8	2	0.0961004	2953	2
2018-06-26-3578	pfama1.00	145	0.166094	30532	8	3	0.0572759	1737	2
2018-06-26-3578	pfama1.12	52	0.0595647	30532	8	4	0.0433459	1305	2
2018-06-26-3578	pfama1.18	30	0.0343643	30532	8	5	0.0396734	1217	2
2018-06-26-3578	pfama1.07	64	0.0733104	30532	8	6	0.0219704	673	2
2018-06-26-3578	pfama1.31	13	0.0148912	30532	8	7	0.0199067	605	2
2018-06-26-3579	pfama1.34	9	0.0103093	64336	1	0	1	64336	2
2018-06-26-3597	pfama1.13	47	0.0538373	36943	1	0	1	36943	2
2018-06-26-3602	pfama1.00	145	0.166094	30435	3	0	0.97402	29656	2
2018-06-26-3602	pfama1.20	28	0.0320733	30435	3	1	0.0193085	551	2
2018-06-26-3602	pfama1.15	31	0.0355097	30435	3	2	0.00667173	228	2
2018-06-26-3604	pfama1.02	120	0.137457	10878	14	0	0.237947	2598	2
2018-06-26-3604	pfama1.00	145	0.166094	10878	14	1	0.192343	2095	2
2018-06-26-3604	pfama1.29	15	0.0171821	10878	14	2	0.150025	1629	2
2018-06-26-3604	pfama1.12	52	0.0595647	10878	14	3	0.129372	1413	2
2018-06-26-3604	pfama1.37	7	0.00801833	10878	14	4	0.0632071	684	2
2018-06-26-3604	pfama1.13	47	0.0538373	10878	14	5	0.0363876	398	2
2018-06-26-3604	pfama1.05	66	0.0756014	10878	14	6	0.0358537	384	2
2018-06-26-3604	pfama1.20	28	0.0320733	10878	14	7	0.03395	362	2
2018-06-26-3604	pfama1.08	62	0.0710195	10878	14	8	0.0327173	352	2
2018-06-26-3604	pfama1.10	60	0.0687285	10878	14	9	0.0261424	283	2
2018-06-26-3604	pfama1.01	133	0.152348	10878	14	10	0.0244031	269	2
2018-06-26-3604	pfama1.03	82	0.093929	10878	14	11	0.0199722	218	2
2018-06-26-3604	pfama1.33	11	0.0126002	10878	14	12	0.0120837	133	2
2018-06-26-3604	pfama1.06	66	0.0756014	10878	14	13	0.0055963	60	2
2018-06-26-3614	pfama1.02	120	0.137457	65172	2	0	0.916373	59739	2
2018-06-26-3614	pfama1.39	5	0.00572738	65172	2	1	0.0836267	5433	2
2018-06-26-3616	pfama1.02	120	0.137457	47427	1	0	1	47427	2
2018-06-26-3825	pfama1.00	145	0.166094	22905	1	0	1	22905	2
2018-06-27-3629	pfama1.03	82	0.093929	68619	1	0	1	68619	2
2018-06-27-3630	pfama1.14	39	0.0446735	41844	1	0	1	41844	1
2018-06-28-3642	pfama1.02	120	0.137457	49065	1	0	1	49065	2
2018-06-30-3046	pfama1.24	19	0.021764	51154	1	0	1	51154	2
2018-07-02-3122	pfama1.03	82	0.093929	59607	3	0	0.669074	40541	2
2018-07-02-3122	pfama1.01	133	0.152348	59607	3	1	0.178909	10319	2
2018-07-02-3122	pfama1.18	30	0.0343643	59607	3	2	0.152017	8747	2
2018-07-02-3190	pfama1.01	133	0.152348	53609	1	0	1	53609	2
2018-07-02-3202	pfama1.23	22	0.0252005	57778	1	0	1	57778	2
2018-07-02-3205	pfama1.28	15	0.0171821	49845	2	0	0.886597	44360	2
2018-07-02-3205	pfama1.00	145	0.166094	49845	2	1	0.113403	5485	2
2018-07-02-3659	pfama1.11	56	0.0641466	72743	1	0	1	72743	2
2018-07-02-3825	pfama1.00	145	0.166094	61907	1	0	1	61907	2
2018-07-03-3672	pfama1.04	80	0.091638	66045	1	0	1	66045	2
2018-07-03-3685	pfama1.03	82	0.093929	44099	1	0	1	44099	2
2018-07-04-3708	pfama1.03	82	0.093929	61690	1	0	1	61690	2
2018-07-04-3713	pfama1.19	28	0.0320733	59113	1	0	1	59113	2
2018-07-04-3714	pfama1.05	66	0.0756014	37250	2	0	0.594435	22172	2
2018-07-04-3714	pfama1.10	60	0.0687285	37250	2	1	0.405565	15078	2
2018-07-05-3719	pfama1.00	145	0.166094	29101	2	0	0.936533	27249	2
2018-07-05-3719	pfama1.01	133	0.152348	29101	2	1	0.063467	1852	2
2018-07-05-3720	pfama1.00	145	0.166094	45847	2	0	0.881609	40162	2
2018-07-05-3720	pfama1.01	133	0.152348	45847	2	1	0.118391	5685	2
2018-07-09-3746	pfama1.06	66	0.0756014	40635	2	0	0.777442	33055	2
2018-07-09-3746	pfama1.02	120	0.137457	40635	2	1	0.222558	7580	2
2018-07-09-3747	pfama1.01	133	0.152348	44009	1	0	1	44009	2
2018-07-09-3761	pfama1.07	64	0.0733104	33297	1	0	1	33297	2
2018-07-09-3766	pfama1.04	80	0.091638	30845	1	0	1	30845	2
2018-07-09-3777	pfama1.16	30	0.0343643	34490	1	0	1	34490	1
2018-07-10-3785	pfama1.26	15	0.0171821	42747	1	0	1	42747	2
2018-07-10-3786	pfama1.05	66	0.0756014	35461	3	0	0.930382	33030	2
2018-07-10-3786	pfama1.03	82	0.093929	35461	3	1	0.0607378	2115	2
2018-07-10-3786	pfama1.06	66	0.0756014	35461	3	2	0.0088799	316	2
2018-07-10-3787	pfama1.04	80	0.091638	29569	1	0	1	29569	1
2018-07-10-3816	pfama1.00	145	0.166094	49764	1	0	1	49764	2
2018-07-10-3818	pfama1.09	61	0.069874	24106	1	0	1	24106	1
2018-07-11-3079	pfama1.01	133	0.152348	35971	1	0	1	35971	2
2018-07-11-3081	pfama1.01	133	0.152348	31490	1	0	1	31490	2
2018-07-11-3093	pfama1.35	8	0.0091638	47334	1	0	1	47334	2
2018-07-11-3096	pfama1.17	30	0.0343643	34806	4	0	0.759975	26564	2
2018-07-11-3096	pfama1.12	52	0.0595647	34806	4	1	0.133919	4512	2
2018-07-11-3096	pfama1.13	47	0.0538373	34806	4	2	0.0757576	2678	2
2018-07-11-3096	pfama1.08	62	0.0710195	34806	4	3	0.0303492	1052	2
2018-07-11-3313	pfama1.17	30	0.0343643	34224	1	0	1	34224	1
2018-07-11-3315	pfama1.24	19	0.021764	36921	4	0	0.720034	26626	2
2018-07-11-3315	pfama1.13	47	0.0538373	36921	4	1	0.202552	7451	2
2018-07-11-3315	pfama1.08	62	0.0710195	36921	4	2	0.0636075	2335	2
2018-07-11-3315	pfama1.14	39	0.0446735	36921	4	3	0.0138066	509	2
2018-07-11-3364	pfama1.21	26	0.0297824	9217	1	0	1	9217	2
